Scan	Offset	SmoothedOffset	OptimizedOffset	TIC
1359	100	100	100	0
1360	100	100	100	0
1361	100	100	100	0
1362	100	100	100	0
1363	100	100	100	0
1364	100	100	100	0
1365	100	100	100	0
1366	100	100	100	0
1367	100	100	100	0
1368	100	100	100	0
1369	100	100	100	0
1370	100	100	100	0
1371	100	100	100	0
1372	100	100	100	0
1373	100	100	100	0
1374	100	100	100	0
1375	100	100	100	0
1376	100	100	100	0
1377	100	100	100	0
1378	100	100	100	0
1379	100	100	100	0
1380	100	100	100	0
1381	100	100	100	0
1382	100	100	100	0
1383	100	100	100	0
1384	100	100	100	0
1385	100	100	100	0
1386	100	100	100	0
1387	100	100	100	0
1388	100	100	100	0
1389	100	100	100	1
1390	100	100	100	1
1391	100	100	100	1
1392	100	100	100	1
1393	100	100	100	1
1394	100	100	100	1
1395	100	100	100	1
1396	100	100	100	1
1397	100	100	100	1
1398	100	100	100	1
1399	100	100	100	1
1400	100	100	100	1
1401	100	100	100	1
1402	100	100	100	1
1403	100	100	100	1
1404	100	100	100	1
1405	100	100	100	1
1406	100	100	100	1
1407	100	100	100	1
1408	100	100	100	1
1409	100	100	100	1
1410	100	100	100	1
1411	100	100	100	1
1412	100	100	100	1
1413	100	100	100	1
1414	100	100	100	1
1415	100	100	100	1
1416	100	100	100	1
1417	100	100	100	1
1418	100	100	100	1
1419	100	100	100	0
1420	100	100	100	0
1421	100	100	100	0
1422	100	100	100	0
1423	100	100	100	0
1424	100	100	100	0
1425	100	100	100	0
1426	100	100	100	0
1427	100	100	100	0
1428	100	100	100	0
1429	100	100	100	0
1430	100	100	100	0
1431	100	100	100	0
1432	100	100	100	0
1433	100	100	100	0
1434	100	100	100	0
1435	100	100	100	0
1436	100	100	100	0
1437	100	100	100	0
1438	100	100	100	0
1439	100	100	100	0
1440	100	100	100	0
1441	100	100	100	0
1442	100	100	100	0
1443	100	100	100	0
1444	100	100	100	0
1445	100	100	100	0
1446	100	100	100	0
1447	100	100	100	0
1448	100	100	100	0
1449	100	100	100	0
1450	100	100	100	0
1451	100	100	100	0
1452	100	100	100	0
1453	100	100	100	0
1454	100	100	100	0
1455	100	100	100	0
1456	100	100	100	0
1457	100	100	100	0
1458	100	100	100	0
1459	100	100	100	0
1460	100	100	100	0
1461	100	100	100	0
1462	100	100	100	0
1463	100	100	100	0
1464	100	100	100	0
1465	100	100	100	0
1466	100	100	100	0
1467	100	100	100	0
1468	100	100	100	0
1469	100	100	100	0
1470	100	100	100	0
1471	100	100	100	0
1472	100	100	100	0
1473	100	100	100	0
1474	100	100	100	0
1475	100	100	100	0
1476	100	100	100	0
1477	100	100	100	0
1478	100	100	100	0
1479	100	100	100	0
1480	100	100	100	0
1481	100	100	100	0
1482	100	100	100	0
1483	100	100	100	0
1484	100	100	100	0
1485	100	100	100	0
1486	100	100	100	0
1487	100	100	100	0
1488	100	100	100	0
1489	100	100	100	0
1490	100	100	100	0
1491	100	100	100	0
1492	100	100	100	0
1493	100	100	100	0
1494	100	100	100	0
1495	100	100	100	0
1496	100	100	100	0
1497	100	100	100	0
1498	100	100	100	0
1499	100	100	100	0
1500	100	100	100	0
1501	100	100	100	0
1502	100	100	100	0
1503	100	100	100	0
1504	100	100	100	0
1505	100	100	100	0
1506	100	100	100	0
1507	100	100	100	0
1508	100	100	100	0
1509	100	100	100	0
1510	100	100	100	0
1511	100	100	100	0
1512	100	100	100	0
1513	100	100	100	0
1514	100	100	100	0
1515	100	100	100	0
1516	100	100	100	0
1517	100	100	100	0
1518	100	100	100	0
1519	100	100	100	0
1520	100	100	100	0
1521	100	100	100	0
1522	100	100	100	0
1523	100	100	100	0
1524	100	100	100	0
1525	100	100	100	0
1526	100	100	100	0
1527	100	100	100	0
1528	100	100	100	0
1529	100	100	100	0
1530	100	100	100	0
1531	100	100	100	0
1532	100	100	100	0
1533	100	100	100	0
1534	100	100	100	0
1535	100	100	100	0
1536	100	100	100	0
1537	100	100	100	0
1538	100	100	100	0
1539	100	100	100	0
1540	100	100	100	0
1541	100	100	100	0
1542	100	100	100	0
1543	100	100	100	0
1544	100	100	100	0
1545	100	100	100	0
1546	100	100	100	0
1547	100	100	100	0
1548	100	100	100	0
1549	100	100	100	0
1550	100	100	100	0
1551	100	100	100	0
1552	100	100	100	0
1553	100	100	100	0
1554	100	100	100	0
1555	100	100	100	0
1556	100	100	100	0
1557	100	100	100	0
1558	100	100	100	0
1559	100	100	100	0
1560	100	100	100	0
1561	100	100	100	0
1562	100	100	100	0
1563	100	100	100	0
1564	100	100	100	0
1565	100	100	100	0
1566	100	100	100	0
1567	100	100	100	0
1568	100	100	100	0
1569	100	100	100	0
1570	100	100	100	0
1571	100	100	100	0
1572	100	100	100	0
1573	100	100	100	0
1574	100	100	100	0
1575	100	100	100	0
1576	100	100	100	0
1577	100	100	100	0
1578	100	100	100	0
1579	100	100	100	0
1580	100	100	100	0
1581	100	100	100	0
1582	100	100	100	0
1583	100	100	100	0
1584	100	100	100	0
1585	100	100	100	0
1586	100	100	100	0
1587	100	100	100	0
1588	100	100	100	0
1589	100	100	100	0
1590	100	100	100	0
1591	100	100	100	0
1592	100	100	100	0
1593	100	100	100	0
1594	100	100	100	0
1595	100	100	100	0
1596	100	100	100	0
1597	100	100	100	0
1598	100	100	100	0
1599	100	100	100	0
1600	100	100	100	0
1601	100	100	100	0
1602	100	100	100	0
1603	100	100	100	0
1604	100	100	100	0
1605	100	100	100	0
1606	100	100	100	0
1607	100	100	100	0
1608	100	100	100	0
1609	100	100	100	0
1610	100	100	100	0
1611	100	100	100	0
1612	100	100	100	0
1613	100	100	100	0
1614	100	100	100	0
1615	100	100	100	0
1616	100	100	100	0
1617	100	100	100	0
1618	100	100	100	0
1619	100	100	100	0
1620	100	100	100	0
1621	100	100	100	0
1622	100	100	100	0
1623	100	100	100	0
1624	100	100	100	0
1625	100	100	100	0
1626	100	100	100	0
1627	100	100	100	0
1628	100	100	100	0
1629	100	100	100	0
1630	100	100	100	0
1631	100	100	100	0
1632	100	100	100	0
1633	100	100	100	0
1634	100	100	100	0
1635	100	100	100	0
1636	100	100	100	0
1637	100	100	100	0
1638	100	100	100	0
1639	100	100	100	0
1640	100	100	100	0
1641	100	100	100	0
1642	100	100	100	0
1643	100	100	100	0
1644	100	100	100	0
1645	100	100	100	0
1646	100	100	100	0
1647	100	100	100	0
1648	100	100	100	0
1649	100	100	100	0
1650	100	100	100	0
1651	100	100	100	0
1652	100	100	100	0
1653	100	100	100	0
1654	100	100	100	0
1655	100	100	100	0
1656	100	100	100	0
1657	100	100	100	0
1658	100	100	100	0
1659	100	100	100	0
1660	100	100	100	0
1661	100	100	100	0
1662	100	100	100	0
1663	100	100	100	0
1664	100	100	100	0
1665	100	100	100	0
1666	100	100	100	0
1667	100	100	100	0
1668	100	100	100	0
1669	100	100	100	0
1670	100	100	100	0
1671	100	100	100	0
1672	100	100	100	0
1673	100	100	100	0
1674	100	100	100	0
1675	100	100	100	0
1676	100	100	100	0
1677	100	100	100	0
1678	100	100	100	0
1679	100	100	100	0
1680	100	100	100	0
1681	100	100	100	0
1682	100	100	100	0
1683	100	100	100	0
1684	100	100	100	0
1685	100	100	100	0
1686	100	100	100	0
1687	100	100	100	0
1688	100	100	100	0
1689	100	100	100	0
1690	100	100	100	0
1691	100	100	100	0
1692	100	100	100	0
1693	100	100	100	0
1694	100	100	100	0
1695	100	100	100	0
1696	100	100	100	0
1697	100	100	100	0
1698	100	100	100	0
1699	100	100	100	0
1700	100	100	100	0
1701	100	100	100	0
1702	100	100	100	0
1703	100	100	100	0
1704	100	100	100	0
1705	100	100	100	0
1706	100	100	100	0
1707	100	100	100	0
1708	100	100	100	0
1709	100	100	100	0
1710	100	100	100	0
1711	100	100	100	0
1712	100	100	100	0
1713	100	100	100	0
1714	100	100	100	0
1715	100	100	100	0
1716	100	100	100	0
1717	100	100	100	0
1718	100	100	100	0
1719	100	100	100	0
1720	100	100	100	0
1721	100	100	100	0
1722	100	100	100	0
1723	100	100	100	0
1724	100	100	100	0
1725	100	100	100	0
1726	100	100	100	0
1727	100	100	100	0
1728	100	100	100	0
1729	100	100	100	0
1730	100	100	100	0
1731	100	100	100	0
1732	100	100	100	0
1733	100	100	100	0
1734	100	100	100	0
1735	100	100	100	0
1736	100	100	100	0
1737	100	100	100	0
1738	100	100	100	0
1739	100	100	100	0
1740	100	100	100	0
1741	100	100	100	0
1742	100	100	100	0
1743	100	100	100	0
1744	100	100	100	0
1745	100	100	100	0
1746	100	100	100	0
1747	100	100	100	0
1748	100	100	100	0
1749	100	100	100	0
1750	100	100	100	0
1751	100	100	100	0
1752	100	100	100	0
1753	100	100	100	0
1754	100	100	100	0
1755	100	100	100	0
1756	100	100	100	0
1757	100	100	100	0
1758	100	100	100	0
1759	100	100	100	0
1760	100	100	100	0
1761	100	100	100	0
1762	100	100	100	0
1763	100	100	100	0
1764	100	100	100	0
1765	100	100	100	0
1766	100	100	100	0
1767	100	100	100	0
1768	100	100	100	0
1769	100	100	100	0
1770	100	100	100	0
1771	100	100	100	0
1772	100	100	100	0
1773	100	100	100	0
1774	100	100	100	0
1775	100	100	100	0
1776	100	100	100	0
1777	100	100	100	0
1778	100	100	100	0
1779	100	100	100	0
1780	100	100	100	0
1781	100	100	100	0
1782	100	100	100	0
1783	100	100	100	0
1784	100	100	100	0
1785	100	100	100	0
1786	100	100	100	0
1787	100	100	100	0
1788	100	100	100	0
1789	100	100	100	0
1790	100	100	100	0
1791	100	100	100	0
1792	100	100	100	0
1793	100	100	100	0
1794	100	100	100	0
1795	100	100	100	0
1796	100	100	100	0
1797	100	100	100	0
1798	100	100	100	0
1799	100	100	100	0
1800	100	100	100	0
1801	100	100	100	0
1802	100	100	100	0
1803	100	100	100	0
1804	100	100	100	0
1805	100	100	100	0
1806	100	100	100	0
1807	100	100	100	0
1808	100	100	100	0
1809	100	100	100	0
1810	100	100	100	0
1811	100	100	100	0
1812	100	100	100	0
1813	100	100	100	0
1814	100	100	100	0
1815	100	100	100	0
1816	100	100	100	0
1817	100	100	100	0
1818	100	100	100	0
1819	100	100	100	0
1820	100	100	100	0
1821	100	100	100	0
1822	100	100	100	0
1823	100	100	100	0
1824	100	100	100	0
1825	100	100	100	0
1826	100	100	100	0
1827	100	100	100	0
1828	100	100	100	0
1829	100	100	100	0
1830	100	100	100	0
1831	100	100	100	0
1832	100	100	100	0
1833	100	100	100	0
1834	100	100	100	0
1835	100	100	100	0
1836	100	100	100	0
1837	100	100	100	0
1838	100	100	100	0
1839	100	100	100	0
1840	100	100	100	0
1841	100	100	100	0
1842	100	100	100	0
1843	100	100	100	0
1844	100	100	100	0
1845	100	100	100	0
1846	100	100	100	0
1847	100	100	100	0
1848	100	100	100	0
1849	100	100	100	0
1850	100	100	100	0
1851	100	100	100	0
1852	100	100	100	0
1853	100	100	100	0
1854	100	100	100	0
1855	100	100	100	0
1856	100	100	100	0
1857	100	100	100	0
1858	100	100	100	0
1859	100	100	100	0
1860	100	100	100	0
1861	100	100	100	0
1862	100	100	100	0
1863	100	100	100	0
1864	100	100	100	0
1865	100	100	100	0
1866	100	100	100	0
1867	100	100	100	0
1868	100	100	100	0
1869	100	100	100	0
1870	100	100	100	0
1871	100	100	100	0
1872	100	100	100	0
1873	100	100	100	0
1874	100	100	100	0
1875	100	100	100	0
1876	100	100	100	0
1877	100	100	100	0
1878	100	100	100	0
1879	100	100	100	0
1880	100	100	100	0
1881	100	100	100	0
1882	100	100	100	0
1883	100	100	100	0
1884	100	100	100	0
1885	100	100	100	0
1886	100	100	100	0
1887	100	100	100	0
1888	100	100	100	0
1889	100	100	100	0
1890	100	100	100	0
1891	100	100	100	0
1892	100	100	100	0
1893	100	100	100	0
1894	100	100	100	0
1895	100	100	100	0
1896	100	100	100	0
1897	100	100	100	0
1898	100	100	100	0
1899	100	100	100	0
1900	100	100	100	0
1901	99	99	99	0
1902	98	99	99	0
1903	97	99	99	0
1904	96	99	99	0
1905	95	99	99	0
1906	94	98	98	0
1907	93	98	98	0
1908	92	98	98	0
1909	91	97	97	0
1910	90	97	97	0
1911	89	96	96	0
1912	88	96	96	0
1913	87	95	95	0
1914	86	94	94	0
1915	85	94	94	0
1916	84	93	93	0
1917	83	92	92	0
1918	82	91	91	0
1919	81	90	90	0
1920	80	89	89	0
1921	79	88	88	0
1922	78	87	87	0
1923	77	86	86	0
1924	76	85	85	0
1925	75	84	84	0
1926	74	83	83	0
1927	73	82	82	0
1928	72	81	81	0
1929	71	80	80	0
1930	70	79	79	0
1931	69	78	78	0
1932	68	77	77	0
1933	67	76	76	0
1934	66	75	75	0
1935	65	74	74	0
1936	64	73	73	0
1937	63	72	72	0
1938	62	71	71	0
1939	61	70	70	0
1940	60	69	69	0
1941	59	68	68	0
1942	58	67	67	0
1943	57	66	66	0
1944	56	65	65	0
1945	55	64	64	0
1946	54	63	63	0
1947	53	62	62	0
1948	52	61	61	0
1949	51	60	60	0
1950	50	59	59	0
1951	49	58	58	0
1952	48	57	57	0
1953	47	56	56	0
1954	46	55	55	0
1955	45	54	54	0
1956	44	53	53	0
1957	43	52	52	0
1958	42	51	51	0
1959	41	50	50	0
1960	40	49	49	0
1961	39	48	48	0
1962	38	47	47	0
1963	37	46	46	0
1964	36	45	45	0
1965	35	44	44	0
1966	34	43	43	0
1967	33	42	42	0
1968	32	41	41	0
1969	31	40	40	0
1970	30	39	39	0
1971	29	38	38	0
1972	28	37	37	0
1973	27	36	36	0
1974	26	35	35	0
1975	25	34	34	0
1976	24	33	33	0
1977	23	32	32	0
1978	22	31	31	0
1979	21	30	30	0
1980	20	29	29	0
1981	19	28	28	0
1982	18	27	27	0
1983	17	26	26	0
1984	16	25	25	0
1985	15	24	24	0
1986	14	23	23	0
1987	13	22	22	0
1988	12	21	21	0
1989	11	20	20	0
1990	10	19	19	0
1991	9	18	18	0
1992	8	17	17	0
1993	7	16	16	0
1994	6	15	15	0
1995	5	14	14	0
1996	4	13	13	0
1997	3	12	12	0
1998	2	11	11	0
1999	1	10	10	0
2000	0	9	9	0
